visit_date,referrer,visitor_device,is_lead
2021-03-29 01:07:19.210378,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-13 12:11:57.159766,https://callgear.ae/vpbx/?utm_source=google&utm_medium=cpc&utm_campaign=GAW_UAE_DU_SEARCH_VP_TR_Key_NewPage|12187113246&utm_term=phone virtual&utm_content=tid|kwd-299273384361|cid|12187113246|aid|509194588994|gid|119774347129|pos||src|g_|dvc|c|reg|1000013|rin||oh|&cm_id=12187113246_119774347129_509194588994_kwd-299273384361_c__g_&gclid=Cj0KCQjw8IaGBhCHARIsAGIRRYpxKgW1iYvpqqaxcaLzB8po4KmorDhgXH3onQS1y-vRPHCJfevRsZIaAhzQEALw_wcB,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-25 22:47:03.270139,https://callgear.ae/vpbx/?utm_source=google&utm_medium=cpc&utm_campaign=GAW_UAE_DU_SEARCH_VP_TR_Key_NewPage|12187113246&utm_term=pbx system&utm_content=tid|kwd-10758181|cid|12187113246|aid|509194588991|gid|119774347129|pos||src|g_|dvc|c|reg|1000013|rin|1000013|oh|&cm_id=12187113246_119774347129_509194588991_kwd-10758181_c__g_&gclid=EAIaIQobChMI-bbEutyM8QIVCp7tCh2E6A4OEAAYASAAEgIs2vD_BwE,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-18 03:12:02.647700,https://www.google.com/,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",true
2021-03-05 19:38:53.750512,https://callgear.ae/vpbx/?utm_source=google&utm_medium=cpc&utm_campaign=GAW_UAE_DU_SEARCH_VP_TR_Key_NewPage|12187113246&utm_term=phone virtual&utm_content=tid|kwd-299273384361|cid|12187113246|aid|494770255120|gid|119774347129|pos||src|g_|dvc|c|reg|1000013|rin||oh|&cm_id=12187113246_119774347129_494770255120_kwd-299273384361_c__g_&gclid=CjwKCAjw2ZaGBhBoEiwA8pfP_l_TW_eD8HsCBHi8ibvuTCQq8m8Tofq4boTlCZVkdeDhSwS2TYV-nBoCCW8QAvD_BwE,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-26 07:27:49.707677,https://www.google.com/,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",true
2021-03-14 05:34:12.839382,,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-02 09:21:27.536391,https://www.google.com/,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-27 13:45:04.750668,https://callgear.ae/vpbx/?utm_source=google&utm_medium=cpc&utm_campaign=GAW_UAE_DU_SEARCH_VP_TR_Key_NewPage|12187113246&utm_term=virtualphone&utm_content=tid|kwd-303343594068|cid|12187113246|aid|494770255120|gid|119774347129|pos||src|g_|dvc|m|reg|1000013|rin||oh|&cm_id=12187113246_119774347129_494770255120_kwd-303343594068_m__g_&gclid=EAIaIQobChMIjLC4jr2m8QIVBxkGAB3oEwViEAAYASAAEgLIkvD_BwE,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-29 20:16:58.552502,,"{""value"": null, ""value_id"": null}",true
2021-03-20 12:45:46.463337,,"{""value"": null, ""value_id"": null}",
2021-03-19 05:24:23.452436,,"{""value"": null, ""value_id"": null}",
2021-03-22 12:02:12.662028,,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-05 04:16:49.638569,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-14 00:55:58.714180,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-22 04:34:08.728591,,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-10 04:47:35.216462,https://www.google.com/,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-10 19:58:47.599209,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-05 09:31:07.347573,,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-23 18:22:49.043878,,"{""value"": null, ""value_id"": null}",
2021-03-26 16:58:25.061170,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-04 17:56:44.562342,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-07 12:51:51.791165,,"{""value"": null, ""value_id"": null}",
2021-03-21 08:30:30.485237,,"{""value"": null, ""value_id"": null}",
2021-03-17 01:20:07.110609,,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-19 11:32:40.485188,,"{""value"": null, ""value_id"": null}",
2021-03-31 00:35:53.357257,,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-20 07:42:16.569612,,"{""value"": null, ""value_id"": null}",true
2021-03-12 05:24:43.855101,,"{""value"": null, ""value_id"": null}",true
2021-03-30 01:04:18.552447,,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",true
2021-03-25 17:06:10.346147,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-05 00:24:00.495023,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J10|23847572138160067&utm_content=cid|23847572138160067|gid|23847642977190067|aid|23847642977150067|crid|2|targid|4|sid|6|pid|1|jobs|10&cm_id=fb_23847572138160067_23847642977190067_23847642977150067&fbclid=IwAR2httkBw6Exz_U26bpVCJ_C2x23o86VN4q8ZoQStrOjbCWVCPRKAhCVyhA,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-23 14:24:33.169395,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J10|23847572138160067&utm_content=cid|23847572138160067|gid|23847642977190067|aid|23847642977150067|crid|2|targid|4|sid|6|pid|1|jobs|10&cm_id=fb_23847572138160067_23847642977190067_23847642977150067&fbclid=PAAaaXM6ihG_7lJ6z5ZngvfO-GVKOMSHpCcMrPACO0wZNEiCRSfG7v8B9PtOI_aem_AVA8NJEqYGHlh2mwR1GMa4FZQfkRSVfCcRICjbjbCfsm8ZAqCJO-PLEOXfWfXVUwZjlIrovLFucNAbdHwdA19b75BTgN3V14IQkL9fELxhtvVb-i7RVYauu-zRM9z1nIPLc,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-07 17:28:24.049209,https://callgear.ae/vpbx/?utm_source=google&utm_medium=cpc&utm_campaign=GAW_UAE_DU_SEARCH_VP_TR_Key_NewPage|12187113246&utm_term=pabx installation dubai&utm_content=tid|kwd-300077985109|cid|12187113246|aid|509194588991|gid|119774347129|pos||src|g_|dvc|c|reg|1000013|rin|1000013|oh|&cm_id=12187113246_119774347129_509194588991_kwd-300077985109_c__g_&gclid=CjwKCAjwjJmIBhA4EiwAQdCbxgRP8hZ0voOe5mqvmUjiLd6nfkRuC2Q7W2uaEE5ffGHxRzGGGUtQfRoCxSAQAvD_BwE,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-09 21:33:38.341141,,"{""value"": null, ""value_id"": null}",true
2021-03-05 07:05:41.616235,https://callgear.ae/vpbx/?utm_source=google&utm_medium=cpc&utm_campaign=GAW_UAE_DU_SEARCH_VP_TR_Key_NewPage|12187113246&utm_term=ip telephone system&utm_content=tid|kwd-43158532|cid|12187113246|aid|494770255120|gid|119774347129|pos||src|g_|dvc|m|reg|1000013|rin||oh|&cm_id=12187113246_119774347129_494770255120_kwd-43158532_m__g_&gclid=CjwKCAjwr56IBhAvEiwA1fuqGjW7jfdn-PQg09tFc03n_DSJpDcVGJmklHwBgB3Y6EYrpB6esHlsIBoCWRAQAvD_BwE,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-17 05:41:51.845827,,"{""value"": null, ""value_id"": null}",
2021-03-13 05:04:41.302863,,"{""value"": null, ""value_id"": null}",true
2021-03-11 16:20:38.278495,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J5|23847571809850067&utm_content=cid|23847571809850067|gid|23847643104220067|aid|23847643104240067|crid|1|targid|3|sid|6|pid|1|jobs|5&cm_id=fb_23847571809850067_23847643104220067_23847643104240067&fbclid=IwAR2MFQ-xW-TKDKe9ymtrI22u4T3Szt8sSsKhLw3m6ZRf4d8CJzzbBqyU5-s,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-24 23:10:40.178825,,"{""value"": null, ""value_id"": null}",true
2021-03-21 10:22:40.827022,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-01 23:46:38.965416,,"{""value"": null, ""value_id"": null}",true
2021-03-18 19:40:24.601638,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-12 05:36:40.204746,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-12 21:28:01.743209,,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-22 09:25:51.027204,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J10|23847572138160067&utm_content=cid|23847572138160067|gid|23847642977160067|aid|23847642977200067|crid|2|targid|2|sid|6|pid|1|jobs|10&cm_id=fb_23847572138160067_23847642977160067_23847642977200067&fbclid=IwAR3wiLEpZQlmeUAoiivll-rLt-efNw74gJgiDiJZDNcVJ8xDg7KrXDhH7W8,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-30 04:19:26.039414,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-10 04:27:57.653148,https://callgear.ae/vpbx/?utm_source=google&utm_medium=cpc&utm_campaign=GAW_UAE_DU_SEARCH_VP_TR_Key_NewPage|12187113246&utm_term=system pabx&utm_content=tid|kwd-351055527567|cid|12187113246|aid|509194588994|gid|119774347129|pos||src|g_|dvc|c|reg|1000013|rin||oh|&cm_id=12187113246_119774347129_509194588994_kwd-351055527567_c__g_&gclid=CjwKCAjw092IBhAwEiwAxR1lRuFv9rZ5oe6IVIGBEVszYjdi9br7we7Uzvr1FT52mUusDRv1zeLnvxoCJRgQAvD_BwE,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-08 08:12:39.617643,https://callgear.ae/vpbx/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J29|23848034480240067&utm_content=cid|23848034480240067|gid|23848036716420067|aid|23848036716450067|crid|19|targid|2|sid|6|pid|1&cm_id=fb_23848034480240067_23848036716420067_23848036716450067&fbclid=IwAR3qasm81ICo9r8PrFEd9DQf3eVI6AN1OUy_V1BgzkOeup3_W8quZ7RnviQ,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-18 10:39:39.726960,https://callgear.ae/vpbx/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J29|23848034480240067&utm_content=cid|23848034480240067|gid|23848036732930067|aid|23848036732940067|crid|19|targid|2|sid|6|pid|1&cm_id=fb_23848034480240067_23848036732930067_23848036732940067&fbclid=IwAR14hF0LR7Zl1QKLr4iRYfboXw6xEPqAVuwerMyq5fIf4IaC5GCFU49ZjEw,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-14 11:47:34.796629,,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-19 22:18:21.362279,,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-28 06:47:47.522956,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J10|23847572138160067&utm_content=cid|23847572138160067|gid|23847642977190067|aid|23847642977150067|crid|2|targid|4|sid|6|pid|1|jobs|10&cm_id=fb_23847572138160067_23847642977190067_23847642977150067&fbclid=PAAaYsfKu2xY9M_jX7-8KGRAuIHSfcffEqeXTcklHZg0Zz0RIhZI034UQ5uIo_aem_Ae_wwKkf47ajXjaPswY2lo1iwObN09Ep4VRpQfo5ZFuwnkYrsq7aBArJThX5lsr1E_Z_AZyI4RA1rN1JUVE_WoU93Agp6IVIAQFaWZ3lwS6MxFhVD3uKlHAdFO-lOLVTiKI,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-21 14:03:10.279448,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J10|23847572138160067&utm_content=cid|23847572138160067|gid|23847642977190067|aid|23847642977150067|crid|2|targid|4|sid|6|pid|1|jobs|10&cm_id=fb_23847572138160067_23847642977190067_23847642977150067&fbclid=PAAaaS-O6v_F6cDOtB4vxzSiv1KuMpgVBTeHjbiSbM-C_EMmXjbr2m_EfJ_bk,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-03 08:58:14.454425,,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-04 08:49:11.191738,,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-26 15:57:11.122287,,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-12 22:19:29.468092,,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-23 04:04:45.692181,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J7|23847910061240067&utm_content=cid|23847910061240067|gid|23847910061270067|aid|23847910061230067|crid|10|targid|1|sid|6|pid|1&cm_id=fb_23847910061240067_23847910061270067_23847910061230067&fbclid=IwAR0w_SxAra7EIHCh_7HWhaijyYMPVo1mPV9yymggQK-eSmZovRi0OInWxyo,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",true
2021-03-12 04:42:44.181847,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-03 02:37:08.431214,,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-10 08:06:59.527111,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J5|23847571809850067&utm_content=cid|23847571809850067|gid|23847643104220067|aid|23847643104240067|crid|1|targid|3|sid|6|pid|1|jobs|5&cm_id=fb_23847571809850067_23847643104220067_23847643104240067&fbclid=IwAR01a-tuhQemfxZLpRWmt6uX563Ewrko9vZBH4knyVeCmlGJ5vvZHHIXiSk,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-27 01:58:26.732461,,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",true
2021-03-22 17:40:33.681804,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-03 12:31:18.883801,https://callgear.ae/vpbx/?utm_source=google&utm_medium=cpc&utm_campaign=GAW_UAE_DU_SEARCH_VP_TR_Key_NewPage|12187113246&utm_term=phone virtual&utm_content=tid|kwd-299273384361|cid|12187113246|aid|494770255120|gid|119774347129|pos||src|g_|dvc|c|reg|2586|rin|9041132|oh|&cm_id=12187113246_119774347129_494770255120_kwd-299273384361_c__g_&gclid=CjwKCAjwiLGGBhAqEiwAgq3q_lXbBmzC8RZpcaz3B3OhAI3wZ-7Th1LEgvmg02ALIbnuV1Fn08pWLhoCP04QAvD_BwE,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-18 17:57:24.308888,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J7|23847910061240067&utm_content=cid|23847910061240067|gid|23847910061190067|aid|23847910061210067|crid|10|targid|3|sid|6|pid|1&cm_id=fb_23847910061240067_23847910061190067_23847910061210067&fbclid=IwAR0BEfyI10ZZDYgasmssRj_1pBEBtESmZxDMw3pt7pTPE1C5Nz0V2b-gMlY_aem_AVkuQ2Fq8V6hvrwYZuDctj0h9DGikwVIIlp6kNUKozp1km_g1hLgFfjmhj3NOALhLc4KMbr9N9ghjwiXXZNNJd7l0jPmExOiA8LCmT5EEUh1I6-3rcBrYKFWoGrbj-X9WOs,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-30 00:05:34.753143,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J10|23847572138160067&utm_content=cid|23847572138160067|gid|23847642977160067|aid|23847642977200067|crid|2|targid|2|sid|6|pid|1|jobs|10&cm_id=fb_23847572138160067_23847642977160067_23847642977200067&fbclid=IwAR1bqwWcgjFzVBmrfHXA1KrXHhA7xmkJ9xkiYRmlBfpT7Aiv5Lj1pknHv8o,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-14 19:48:20.324069,https://callgear.ae/vpbx/?utm_source=google&utm_medium=cpc&utm_campaign=GAW_UAE_DU_SEARCH_VP_TR_Key_NewPage|12187113246&utm_term=pbx system&utm_content=tid|kwd-10758181|cid|12187113246|aid|494770255120|gid|119774347129|pos||src|g_|dvc|c|reg|9076951|rin|1000013|oh|&cm_id=12187113246_119774347129_494770255120_kwd-10758181_c__g_&gclid=CjwKCAjw6qqDBhB-EiwACBs6x9qlWiRit9aPDIbr7SD9t_G7ZSXF7lW8SsFuB4SFeT6pZsMzPY4N7hoC-S0QAvD_BwE,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-07 11:38:48.337492,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-04 12:01:48.077550,https://www.google.com/,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-18 15:05:21.062974,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J2|23847909860030067&utm_content=cid|23847909860030067|gid|23847909860160067|aid|23847909860070067|crid|9|targid|3|sid|6|pid|1&cm_id=fb_23847909860030067_23847909860160067_23847909860070067&fbclid=IwAR07-YRvniiCQ-_xmUkOOnabar7LqGmQnQOQCqGoVCi-SGzWlInkN4DgAH4,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-30 03:57:58.074547,,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-09 17:26:49.427625,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-26 10:40:07.911552,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-03 22:13:37.216660,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",
2021-03-04 15:04:22.557562,,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-08 21:31:27.303633,https://www.google.com/,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-05 09:47:20.119686,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J7|23847910061240067&utm_content=cid|23847910061240067|gid|23847910061260067|aid|23847910061220067|crid|10|targid|4|sid|6|pid|1&cm_id=fb_23847910061240067_23847910061260067_23847910061220067&fbclid=PAAaYp58zbFMfIWMcuLiDCXl27l1Az2R0j2Ggyjt6JKCqtBziQpF_h6Im6dII,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-29 23:46:19.264933,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-07 01:41:00.386199,https://callgear.ae/control-employees-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_IG_J10|23847572138160067&utm_content=cid|23847572138160067|gid|23847642977160067|aid|23847642977200067|crid|2|targid|2|sid|6|pid|1|jobs|10&cm_id=fb_23847572138160067_23847642977160067_23847642977200067&fbclid=IwAR2w5YYdpyhpsiJCT1mxM5E7jWg9rXXa1RySDxYlRCBh1w2IUInBOYTi-wg_aem_Ae9TDN-o3EHYKNsxSqrbBnu_l3q5LEUfS7ZMjWOmKyjivpZVcH--nCaYLUFPhe6AUMZtfdf0lo0TrCUeABRE8-8UDbWPhbA5AJUTbuAgBnsPvn1XdIh2jeMuZY3UFuphjKE,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-04 23:48:07.211436,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
2021-03-16 14:36:31.831530,https://callgear.ae/control-employees-lp-oae/missed-calls-lp-oae/?utm_source=facebook&utm_medium=cpm&utm_campaign=FB_UAE_ALL_CONVERSION_GN_AG_J35|23848562300580067&utm_content=cid|23848562300580067|gid|23848562301270067|aid|23848562671900067|crid|91|targid|8|sid|6|pid|1|jobs|35&cm_id=fb_23848562300580067_23848562301270067_23848562671900067&fbclid=PAAaarOC2bLPsNj68k5AhGslIjEQL5rwUbFBn4i_otjpeypgPn3fDTmxQ_VMU,"{""value"": ""Mobile"", ""value_id"": ""mobile""}",
2021-03-29 13:54:10.367437,https://www.google.com/,"{""value"": ""PC"", ""value_id"": ""desktop""}",true
